sample,patient,project,FAP13,matrix4,fib5,SenMayo,Troph_MMPplus,Troph_MMPminus,Telocyte_CAF
TCGA-CK-4951-01,TCGA-CK-4951,TCGA-COAD,0.9239857770988503,0.8595046640294509,0.8598548708022052,0.3812704143120557,0.85214475291074,0.7654296130489107,0.3359669134928408
TCGA-CK-4952-01,TCGA-CK-4952,TCGA-COAD,-0.44702988304740743,-0.7075704760299721,-0.7108095560407335,-0.057804925813800014,-0.6657880311840058,-0.6856751478332958,-0.7412794976650601
TCGA-CK-5912-01,TCGA-CK-5912,TCGA-COAD,-0.2520901657176372,-0.7336330575144001,-0.04111019523541989,-0.4473680115390284,-0.5695249329976257,-0.4130120439706345,-0.3642968226365796
TCGA-CK-5913-01,TCGA-CK-5913,TCGA-COAD,0.35531974004154254,0.5484961196204303,0.157858576963145,0.3625095874128469,0.33980324941780593,0.2516351494342873,0.0245708267425614
TCGA-CK-5914-01,TCGA-CK-5914,TCGA-COAD,-0.002464209102218844,0.27345241626157435,0.17176742576646928,-0.008456299185548454,-0.09580783666939628,-0.22805410319853736,-0.25682090942433955
TCGA-CK-5915-01,TCGA-CK-5915,TCGA-COAD,-0.899949597671166,-0.6416793622409189,-0.7513606125003998,-0.5661620528934865,-1.0123569749576162,-1.1814500437263769,-0.3682096414646312
TCGA-CK-5916-01,TCGA-CK-5916,TCGA-COAD,0.08143422340307681,0.3194432738151629,0.04483894205393946,0.045047827485164005,0.08203569309093078,0.20412338798394283,-0.2683308891158265
TCGA-CK-6746-01,TCGA-CK-6746,TCGA-COAD,-1.0334830222559086,-0.7686891257541892,-1.8863387542336418,-0.2804454429260151,-0.6435193216431107,-0.7575454247560769,-1.0147778013895623
TCGA-CK-6747-01,TCGA-CK-6747,TCGA-COAD,-0.18572824405383237,-0.2074658664505754,0.12071160534538383,-0.053705440977006406,-0.2135397195146593,-0.1642422050663209,0.14852157553234716
TCGA-CK-6748-01,TCGA-CK-6748,TCGA-COAD,1.1388953527203864,1.4905624326301414,0.8157974471476346,0.4868905460017224,0.8157537518599132,0.870152760683289,0.7834509159097814
TCGA-CK-6751-01,TCGA-CK-6751,TCGA-COAD,0.49346549250180255,0.6564147362724913,0.5499873158771184,0.163881503337911,0.3386756825205418,0.3063724483607465,0.15051244528608593
TCGA-CM-4743-01,TCGA-CM-4743,TCGA-COAD,-0.36937596665673517,-0.22262508386770458,-0.5485430944967947,0.11037675239126792,-0.29923637213986365,-0.7834015228828772,-0.5168244415220546
